number,category,questionText,questionCode,answerText,answerCode,mdnLink,timesSkipped,timesEdited,lastUpdated
628,Array Methods,What does  <code>fill()</code> do?,,"Syntax: array.fill(value, start, end)
Fills array with static value
value: the value to fill the array with
start: the index to start filling the array
end: the index to stop filling the array
EX:var fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];
fruits.fill(""Kiwi"");
returns the modified array [Kiwi, Kiwi, Kiwi, Kiwi]
This method modifies the original array",,https://www.google.com/search?q=fill(),,,
629,Array Methods,What does  <code>filter()</code> do?,,"Syntax: var newArray = array.filter(callback, thisArg)
This method creates a new array with all elements that pass the test implemented by the provided function
EX: function isBigEnough(value) {
return value >= 10;
}
var filtered = [12, 5, 8, 130, 44].filter(isBigEnough);
// filtered is [12, 130, 44]
Returns a new modified array, but does not alter the original array that it was called on.",,https://www.google.com/search?q=filter(),,,
630,Array Methods,What does  <code>find()</code> do?,,"Syntax: array.find(callback, thisarg)This method returns a value of the first element in the array that stisfies the provided testing function. Otherwise undefined is returned.function isBigEnough(element) {return element >= 15;}[12, 5, 8, 130, 44].find(isBigEnough); // 130",,https://www.google.com/search?q=find(),,,
631,Array Methods,What does  <code>findIndex()</code> do?,,"Syntax: array.findIndex(callback, thisarg)This method returns an index of the first element in the array that satisfies the provided testing function.Same as the find method but just returns the index instead.ex: function isBigEnough(element) {return element >= 15;}[12, 5, 8, 130, 44].findIndex(isBigEnough); // 3",,https://www.google.com/search?q=findIndex(),,,
632,Array Methods,What does  <code>forEach()</code> do?,,"Syntax: array.forEach(callback, thisarg)this method executes a provided function once per array element. The return value is undefined for this method.ex: var a = [""a"", ""b"", ""c""];a.forEach(function(element) {console.log(element);});// a// b// c",,https://www.google.com/search?q=forEach(),,,
633,Array Methods,What does  <code>indexOf()</code> do?,,"Syntax: array.indexOf(item, start)
item: the term to search for
start: where to start the search. Negative values will start at the given position counting from the end, and search to the end.
This method searches the array for the specified item, and returns its position. Returns -1 if the item is not found. If the item is present more than once, the indexOf method returns the position of the first occurence.
ex: var fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango"", ""Banana"", ""Orange"", ""Apple""];
var a = fruits.indexOf(""Apple"", 4);
result of a //6",,https://www.google.com/search?q=indexOf(),,,
634,Array Methods,What does  <code>isArray()</code> do?,,"Syntax Array.isArray(obj). obj is the object to be testedThe isArray() method determines whether an object is an array. This function returns true if the object is an array, and false if not.Ex: Array.isArray([1, 2, 3]); // true",,https://www.google.com/search?q=isArray(),,,
635,Array Methods,What does  <code>join()</code> do?,,"Syntax: array.join(separator)
If separator is omitted then values of array are separated by comma. Returns a string representing the array values, separated by the specified separator
Does not modify the original string
ex: var fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];
var energy = fruits.join("" and "");
result of energy is ""Banana and Orange and Apple and Mango""",,https://www.google.com/search?q=join(),,,
636,Requests,What does  <code>How do we make a XMLHttp Request?</code> do?,,const xhr = new XMLHttpRequest();,,https://www.google.com/search?q=How do we make a XMLHttp Request?,,,
637,Array Methods,What does  <code>lastIndexOf()</code> do?,,"Syntax: array.lastIndexOf(item, start)
item: required item to search for
start: where to start the search.
Negative values will start at the given position counting from the end, and search to the beginning.
Method searches the array for the specified item and returns its position. If two are found then the lastIndexOf method returns the position of the last occurence.
EX: var fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango"", ""Banana"", ""Orange"", ""Apple""];
var a = fruits.lastIndexOf(""Apple"", 4); //value of a is 2",,https://www.google.com/search?q=lastIndexOf(),,,
638,Array Methods,What does  <code>map()</code> do?,,"Syntax: array.map(callback function, thisarg)This method creates a new array with the results of calling a funciton for every array element. Does not change the original array.Returns this new arrayex: var numbers = [1, 4, 9];var roots = numbers.map(Math.sqrt);// roots is now [1, 2, 3]// numbers is still [1, 4, 9]",,https://www.google.com/search?q=map(),,,
639,Array Methods,What does  <code>pop()</code> do?,,"Syntax: array.pop()This method removes the last element of an array, and returns that element. This method changes the length of an array.ex: var fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];fruits.pop();fruits will equal //Banana, Orange, Apple",,https://www.google.com/search?q=pop(),,,
640,Array Methods,What does  <code>push()</code> do?,,"Syntax: array.push(item1, item2, ..., itemX)Adds new items to the end of the array, and returns the new length. Changes the original arrayEx: var fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];fruits.push(""Kiwi"", ""Lemon"", ""Pineapple"");adds these elements to the arrayReturns the new length property of the object upon which the method was called.",,https://www.google.com/search?q=push(),,,
641,Array Methods,What does  <code>reduceRight()</code> do?,,"Syntax: array.reduceRight(callback, initialvalue)This method does the exact same thing as reduce but just reduces from right to left. Returns the value from that reductionDoes not alter original arrayEX: var flattened = [[0, 1], [2, 3], [4, 5]].reduceRight(function(a, b) {return a.concat(b);}, []);// flattened is [4, 5, 2, 3, 0, 1]",,https://www.google.com/search?q=reduceRight(),,,
642,Array Methods,What does  <code>reverse()</code> do?,,"Syntax: array.reverse();Returns the array the represents the array after it has been reversed. Modifies the original array.Ex: var a = ['one', 'two', 'three'];a.reverse();console.log(a); // ['three', 'two', 'one']",,https://www.google.com/search?q=reverse(),,,
